,Black,Hispanic,Other,White,X,Y,AP and/or IB,Calculus,FTE School Counselors,lat,long,Total_SAT_ACT,Total_students
211,65.2,30.3,3.6999999999999886,0.8,1015673.71332233,180214.665822913,Yes,No,3.0,40.661268540930465,-73.8867376552783,42.0,489.0
212,11.3,36.1,35.5,17.1,1036622.79458658,203591.46850615105,Yes,Yes,3.0,40.72533317429264,-73.81104808276955,103.0,726.0
213,0.0,100.0,0.0,0.0,1001284.34336144,244696.335160748,Yes,Yes,3.0,40.83829371959247,-73.93843875077339,67.0,502.0
214,34.5,39.3,7.700000000000003,18.5,995391.160335517,218260.901932776,Yes,Yes,1.0,40.76574511070185,-73.9597802751585,123.0,507.0
215,21.8,66.9,7.5,3.8,988874.403983846,215315.83103034305,Yes,Yes,2.0,40.757667458813856,-73.98330787012121,59.0,652.0
216,29.3,68.7,1.5999999999999943,0.4,1015814.17059639,242032.212833179,No,No,1.0,40.830941499071,-73.88594127738598,58.0,495.0
217,55.6,41.3,2.3000000000000114,0.8,1018782.86009108,245878.547014153,Yes,No,2.0,40.84148745409434,-73.87519397926863,53.0,504.0
218,33.8,59.2,5.200000000000003,1.8,1003575.44517909,236548.107070959,Yes,No,3.0,40.815924447810566,-73.93018229919518,88.0,554.0
219,15.9,78.4,3.999999999999986,1.7,1017862.11797356,242294.776148765,No,No,1.0,40.83165460282879,-73.87853960986736,38.0,422.0
220,53.2,38.3,4.0,4.5,986022.880683485,188945.23337257802,Yes,No,1.6,40.68528757145092,-73.99360760157553,39.0,222.0
222,15.6,15.6,14.300000000000011,54.5,988979.812319758,206183.061790568,No,No,0.0,40.73260023915274,-73.98293381341493,61.0,486.0
223,22.8,20.1,13.299999999999997,43.8,987441.9641226841,216682.530080072,Yes,Yes,1.0,40.7614193308034,-73.98847771929134,96.0,543.0
224,40.5,23.3,17.5,18.7,993102.4174867392,151281.209911938,Yes,Yes,7.0,40.581903588132356,-73.96813063401358,260.0,2107.0
225,21.5,55.7,10.599999999999994,12.2,993706.426435891,215831.492118289,Yes,Yes,5.6,40.759078968922154,-73.96586560195755,190.0,1440.0
226,53.1,40.9,3.799999999999997,2.2,997181.8684434708,202432.635185842,Yes,No,2.0,40.72229804440191,-73.95334623071395,15.0,369.0
228,10.5,55.9,20.200000000000003,13.4,1001728.41565589,210545.93566220198,Yes,No,1.0,40.74455923848353,-73.93692276765493,64.0,410.0
229,5.5,78.0,9.299999999999997,7.2,1002730.0517899,210094.85266416305,No,No,3.0,40.743319092356366,-73.93330923938362,57.0,513.0
230,46.1,14.0,37.4,2.5,1038540.34270114,197437.50266412692,Yes,Yes,2.0,40.70843049481228,-73.80417955860142,100.0,551.0
231,30.4,33.2,21.099999999999994,15.3,1024069.46755914,197671.66310468304,No,No,2.0,40.709150166157855,-73.85637322386289,4.0,437.0
232,32.0,22.2,17.5,28.3,1043138.82396582,210115.5058078961,No,No,4.0,40.7431990189802,-73.78748236737094,0.0,491.0
233,36.3,28.0,11.400000000000006,24.3,1060243.29866937,211028.504249235,No,No,1.0,40.74557451996262,-73.72574588464589,2.0,325.0
234,30.7,52.5,11.200000000000003,5.6,982551.5791723579,204905.455068275,No,No,2.0,40.72909462319953,-74.00612794753654,2.0,179.0
235,35.5,45.4,7.700000000000003,11.4,989040.749190733,206155.03082992,No,No,2.0,40.732523268255314,-73.98271395995963,0.0,273.0
236,56.7,36.3,2.0,5.0,999444.1996068092,194040.19267078198,No,No,4.8,40.699259191252494,-73.94520345355619,0.0,383.0
237,59.0,24.5,6.900000000000006,9.6,982776.837367005,177607.546732018,No,No,3.0,40.65416820980713,-74.00530924043537,6.0,261.0
238,29.5,25.6,14.099999999999994,30.8,992655.671004949,149743.829707855,No,No,1.0,40.577684218014454,-73.96974086654984,0.0,227.0
239,58.4,28.8,4.700000000000003,8.1,988875.93853576,189685.19377203,No,No,3.0,40.68731756202342,-73.98331994765549,2.0,639.0
240,53.9,37.4,2.8000000000000114,5.9,998864.236026726,193170.81949321605,No,No,2.0,40.696873941659,-73.94729692712836,0.0,219.0
241,20.4,52.9,14.699999999999989,12.0,989139.487855378,204964.764071428,Yes,Yes,2.0,40.72925622359199,-73.9823585548357,92.0,682.0
242,17.9,75.6,5.200000000000017,1.3,1004197.94551113,237322.616774653,No,No,2.0,40.818048875189184,-73.92793106974331,61.0,525.0
243,30.8,65.5,2.700000000000003,1.0,1011091.56372807,246546.866718706,Yes,No,4.0,40.843348523169844,-73.90298857314164,61.0,684.0
244,81.9,14.2,2.5999999999999943,1.3,998727.872987422,188729.809569918,Yes,No,1.0,40.68468461922944,-73.94779823486942,2.0,155.0
245,88.0,4.7,6.5,0.8,997768.6256392328,182296.704054892,Yes,Yes,3.0,40.66702871456307,-73.95126982284665,276.0,1246.0
246,28.1,45.8,3.9000000000000057,22.2,960109.501377721,161854.68260312598,No,No,1.0,40.61089717425203,-74.08694536045181,2.0,153.0
247,36.5,49.8,6.099999999999994,7.6,988570.562527777,214730.13588888198,Yes,No,1.0,40.756060028750795,-73.98440498479222,44.0,249.0
248,11.1,39.3,22.60000000000001,27.0,1037298.6567702,203195.25885853101,No,No,2.0,40.72424165023094,-73.80861282063313,0.0,415.0
249,9.5,77.2,11.5,1.8,1017849.4047863,242352.691779623,No,No,1.0,40.83181361281793,-73.87858525996769,10.0,390.0
250,21.2,41.0,22.700000000000003,15.1,1008355.03316813,259157.128276009,No,No,2.0,40.87796777180458,-73.91283364886897,2.0,485.0
251,36.8,30.4,3.5,29.3,922474.594988035,125021.93641761801,No,No,3.0,40.50961626379372,-74.22215586625711,6.0,516.0
252,22.8,68.7,3.5999999999999943,4.9,991401.73810587,225563.97256471802,Yes,Yes,2.0,40.785794247197316,-73.97417436429829,27.0,451.0
253,79.7,15.4,2.1999999999999886,2.7,1014317.15400324,175139.025010655,No,No,1.0,40.64734173685779,-73.89164980562028,8.0,182.0
254,41.8,54.8,1.9000000000000057,1.5,1011836.82135775,240780.84924128,No,No,2.0,40.82752018514872,-73.90031876183626,31.0,325.0
256,17.9,39.3,22.700000000000003,20.1,1024299.99994044,197409.99991485,Yes,Yes,2.0,40.70843092315263,-73.85554326332674,119.0,826.0
257,86.0,3.4,7.799999999999997,2.8,1052763.74857404,187908.681380164,No,No,1.0,40.68217749122653,-73.75297416418262,30.0,494.0
258,14.7,48.6,26.200000000000003,10.5,987855.915142624,207227.527869957,No,No,2.5,40.73546757102058,-73.98698851783325,43.0,354.0
259,28.0,60.7,8.099999999999994,3.2,983515.177821294,210078.90373538106,No,No,2.0,40.7432945946255,-74.00265182304825,50.0,496.0
260,43.0,32.3,11.300000000000011,13.4,1033043.91880318,152857.167754536,Yes,No,3.0,40.58609940429803,-73.82432708733425,35.0,365.0
261,83.4,9.4,6.099999999999994,1.1,1001047.78619931,185584.734747918,No,No,2.0,40.676048005909465,-73.93944134244515,57.0,361.0
262,32.8,53.7,7.900000000000006,5.6,989464.149466203,211248.714895452,No,No,1.0,40.746503926748794,-73.98118229372186,39.0,287.0
263,38.7,26.5,29.900000000000006,4.9,1040204.30536007,199484.946218335,Yes,No,3.0,40.71403985958648,-73.79816079792299,74.0,445.0
264,76.2,10.7,12.099999999999994,1.0,1047731.47970033,198649.847693851,Yes,No,1.0,40.71169691411045,-73.77101665359746,31.0,403.0
265,19.2,17.6,21.799999999999997,41.4,1032788.79638326,152187.24368865,Yes,Yes,5.0,40.58426200020571,-73.82525041461548,189.0,1301.0
266,7.3,86.9,2.8999999999999915,2.9,988031.324300571,155524.301304529,No,No,1.0,40.59355364137879,-73.98638457451527,41.0,343.0
267,40.6,54.0,2.4000000000000057,3.0,1012447.77913306,242267.209688487,No,No,2.0,40.831597886915716,-73.89810490334166,0.0,630.0
268,34.0,60.2,3.0999999999999943,2.7,1004756.36846069,235737.811600327,No,No,2.0,40.81369775174433,-73.92591841470183,0.0,480.0
269,33.1,30.9,20.400000000000006,15.6,1059379.22561713,214964.94541959802,No,No,1.0,40.75638638752313,-73.72882026027317,6.0,411.0
270,7.8,33.3,29.60000000000001,29.3,1001732.4630639,213079.87022913696,Yes,Yes,3.0,40.751514241648714,-73.93690157401653,258.0,894.0
271,74.2,12.7,12.700000000000003,0.4,1044402.08156209,185268.275102143,No,No,3.4,40.674990968214146,-73.78314553113951,34.0,458.0
272,7.8,55.1,19.900000000000006,17.2,977769.588748642,171277.81458384902,Yes,Yes,3.0,40.636792212456434,-74.02334915519103,256.0,1281.0
273,21.4,23.0,14.5,41.1,992045.328150783,151424.06909936699,Yes,Yes,4.0,40.58229670089185,-73.97193606974966,54.0,565.0
274,66.8,19.8,7.300000000000011,6.1,988157.024615923,155688.05767865598,Yes,Yes,1.0,40.594003065191096,-73.9859318703333,62.0,262.0
275,81.4,8.8,9.0,0.8,1051485.39217938,182707.413378861,Yes,Yes,2.0,40.667911038855536,-73.75763513159309,61.0,488.0
276,7.1,69.5,9.700000000000003,13.7,986315.2512428979,173467.69023756598,No,No,1.0,40.64280508235139,-73.99255815490021,4.0,226.0
277,86.0,9.3,3.5,1.2,1012404.9752559,174613.13584563902,No,No,0.0,40.64590457122047,-73.89854273413576,2.0,172.0
278,81.2,13.3,4.5,1.0,1012361.93253326,172674.10980245,Yes,Yes,1.0,40.64058250197228,-73.89870591957492,39.0,415.0
279,21.1,65.1,9.5,4.3,1020521.58056045,191871.017426162,Yes,Yes,1.0,40.693244025037416,-73.86920149149935,32.0,232.0
280,58.5,32.4,7.800000000000011,1.3,999487.275935798,197846.977205556,Yes,No,0.0,40.70970784307739,-73.94503948881534,42.0,376.0
281,15.6,54.1,10.300000000000011,20.0,1002908.74212628,214977.727294475,Yes,Yes,0.0,40.756720971921546,-73.93265083429225,134.0,545.0
282,59.3,30.1,7.099999999999994,3.5,997117.707815452,202353.503744618,No,No,1.0,40.72208094131172,-73.95357785161598,22.0,113.0
283,34.7,61.1,2.0999999999999943,2.1,991443.3655767492,225539.689873372,No,No,0.0,40.78572756391113,-73.97402406938322,4.0,193.0
284,27.5,65.6,3.9000000000000057,3.0,991356.641679085,225590.567893334,Yes,Yes,2.0,40.785867280648496,-73.97433718382356,55.0,331.0
285,4.3,45.5,12.600000000000009,37.6,1024186.16305121,197528.786234054,Yes,Yes,4.0,40.708757477575716,-73.85595315742052,208.0,1064.0
286,5.9,80.9,10.699999999999989,2.5,1024194.1927965,238546.68711848,Yes,No,2.0,40.82134081195243,-73.85568044441065,69.0,320.0
287,32.8,54.8,8.5,3.9,1027260.11819286,245471.72112208,No,No,2.0,40.8403336173912,-73.8445587887126,2.0,259.0
288,43.6,49.7,3.0999999999999943,3.6,987607.0109836641,203676.034140511,No,No,4.0,40.72571968834871,-73.98788842841795,4.0,195.0
289,57.2,20.5,11.900000000000006,10.4,1001243.26411003,154654.612792233,No,No,0.0,40.59115103768725,-73.9388145009071,4.0,327.0
290,71.2,26.0,2.799999999999997,0.0,998987.499915615,193191.652826549,No,No,0.0,40.69693091988704,-73.94685235716975,6.0,73.0
291,26.9,68.5,2.5,2.1,1012727.3524479,250640.549304832,Yes,No,2.0,40.85457934110438,-73.89705908431064,71.0,628.0
292,32.5,58.2,6.599999999999994,2.7,1008283.64836421,259144.940626559,No,No,2.0,40.87793451517263,-73.91309182743056,74.0,409.0
293,33.8,58.9,4.800000000000011,2.5,1022618.04645092,258014.37627951198,Yes,Yes,1.0,40.87478079446956,-73.86126369825305,23.0,394.0
295,86.6,7.2,4.400000000000006,1.8,1003231.55474669,186625.146717347,No,No,2.0,40.67889928765378,-73.93156558655181,29.0,389.0
297,22.1,54.4,20.0,3.5,1032268.27715143,218115.81165770305,Yes,Yes,10.0,40.765223488924214,-73.82665468378723,138.0,1812.0
299,49.5,13.6,33.5,3.4,1056577.99728212,206623.98360063304,Yes,Yes,7.0,40.73351599571765,-73.73902095986561,162.0,1549.0
300,15.4,77.5,2.1999999999999886,4.9,997069.857208814,195652.531991364,Yes,No,4.0,40.70368844266879,-73.95376323992372,74.0,628.0
301,2.1,59.8,31.900000000000006,6.2,1001563.56800818,212959.129498395,Yes,Yes,4.0,40.751183171267726,-73.93751146767299,69.0,890.0
302,31.6,63.7,3.0999999999999943,1.6,986809.624700311,217476.887465479,Yes,No,1.0,40.76359984309865,-73.990760021512,86.0,449.0
303,13.6,37.6,36.6,12.2,983551.101628203,209774.72056115692,Yes,Yes,2.0,40.74245969062989,-74.00252214976527,110.0,450.0
304,3.7,29.2,18.39999999999999,48.7,985712.44370113,159686.24107435902,Yes,Yes,4.0,40.60497800947185,-73.99473327362772,100.0,919.0
305,42.9,34.2,7.199999999999989,15.7,986132.2132242459,188893.220804643,Yes,Yes,2.6,40.685144786265795,-73.99321340054114,69.0,485.0
306,32.8,56.1,9.400000000000006,1.7,1008714.80198195,245196.74990727,No,No,3.0,40.83964975318771,-73.91158364189016,70.0,424.0
307,23.9,71.2,3.0999999999999943,1.8,1015135.18052256,252299.43695223104,Yes,Yes,4.0,40.85912439301201,-73.88834755007228,95.0,393.0
308,29.1,66.3,3.8000000000000114,0.8,1005329.7873129,238705.609665609,Yes,No,2.0,40.82184217096729,-73.92383755305644,113.0,508.0
309,28.5,68.6,0.7000000000000028,2.2,1005409.2765671,238911.983183682,Yes,Yes,2.0,40.82240841762338,-73.92354970333966,97.0,592.0
310,83.1,16.9,0.0,0.0,1003193.44400028,191339.572198219,No,No,0.4,40.69183938550972,-73.93168973298668,11.0,77.0
311,35.5,54.8,3.200000000000003,6.5,986356.212887942,205169.192340939,No,No,1.0,40.72981842984989,-73.99240064531433,4.0,62.0
312,34.9,61.7,1.6999999999999886,1.7,1012465.73855088,237228.6984905789,No,No,3.0,40.81776855696268,-73.89806119348293,6.0,235.0
313,19.3,35.3,16.10000000000001,29.3,983611.837645575,210156.42191231198,Yes,Yes,3.0,40.743507370165,-74.00230300485428,45.0,658.0
314,34.7,60.3,1.2000000000000028,3.8,1009313.33663826,234886.799594881,No,No,5.0,40.811350209033044,-73.90945903790441,2.0,504.0
315,12.2,18.2,10.700000000000003,58.9,940095.4875755308,151344.785943106,Yes,Yes,1.0,40.581972547120884,-74.15895979970787,96.0,450.0
316,16.8,77.0,3.9000000000000057,2.3,1008795.59380469,193230.927188103,Yes,No,2.0,40.697016949964755,-73.91148143949889,39.0,309.0
317,85.2,9.3,5.5,0.0,1007184.6372309,170062.726946115,Yes,No,1.0,40.63342973521768,-73.91736982816201,34.0,237.0
318,89.6,7.7,2.200000000000003,0.5,1005820.32690169,175450.738898559,No,No,2.0,40.64822209487369,-73.92226801175006,73.0,366.0
319,84.2,9.9,3.5999999999999943,2.3,1007402.81800816,170228.180702207,No,Yes,1.0,40.63388330288249,-73.91658318727859,4.0,222.0
320,6.3,19.6,20.5,53.6,940180.593704522,151461.80670644302,Yes,Yes,2.0,40.582294168921024,-74.15865417448188,126.0,494.0
321,89.6,6.1,3.5,0.8,1005660.28770518,175441.847832086,Yes,No,2.0,40.648198079186784,-73.92284476551356,145.0,604.0
322,81.5,13.9,3.5,1.1,1007071.91049598,169970.000115778,Yes,No,3.0,40.63317551099139,-73.91777627958808,57.0,373.0
323,87.6,6.5,4.700000000000003,1.2,1007297.36396582,170144.544737589,Yes,No,2.0,40.633654015016326,-73.9169634108967,45.0,340.0
324,27.2,68.8,2.299999999999997,1.7,1016240.72273116,246817.096332851,Yes,No,1.0,40.8440730705674,-73.88437708924286,49.0,577.0
325,0.6,99.4,0.0,0.0,1007592.46653881,248838.377503948,Yes,No,2.0,40.84964798604421,-73.91562710898954,52.0,312.0
326,83.2,13.1,1.7999999999999972,1.9,1010095.2302733,178231.461978657,No,No,1.0,40.65584312593569,-73.90685209533555,6.0,214.0
327,5.7,26.1,18.099999999999994,50.1,1042489.60960557,217938.96851878602,Yes,No,2.0,40.76467667521481,-73.78975747653071,85.0,601.0
328,14.9,82.0,1.3999999999999915,1.7,1000338.36342875,228051.280826404,Yes,No,3.0,40.79260948947317,-73.94189737300219,32.0,572.0
329,15.6,78.7,3.299999999999997,2.4,1008316.7291270001,259188.46794602397,No,No,2.0,40.87805389398685,-73.91297204765341,20.0,333.0
330,86.2,9.4,2.0,2.4,1012477.27149159,172771.827531027,Yes,Yes,1.0,40.6408503491865,-73.89828991700519,20.0,297.0
331,28.4,69.4,1.0999999999999943,1.1,1006485.0283525999,237421.4651673589,No,No,1.0,40.818314725449305,-73.9196678599256,0.0,183.0
332,74.0,17.3,7.099999999999994,1.6,1002710.28673637,191101.641065528,No,No,1.0,40.69118734061019,-73.93343265470679,15.0,127.0
333,83.0,10.5,4.099999999999994,2.4,1007101.00126628,170162.726469028,Yes,Yes,2.0,40.63370442872617,-73.91767081761898,18.0,294.0
334,6.0,70.1,17.900000000000006,6.0,1020050.85102602,210104.902993859,Yes,No,2.0,40.743293521061176,-73.87080200145637,103.0,468.0
335,80.8,10.7,4.0,4.5,1012240.18585504,172569.98435396698,Yes,No,2.0,40.64029708568993,-73.89914503383662,45.0,291.0
336,70.0,27.5,0.7999999999999972,1.7,995732.562603227,191527.57236048696,No,No,2.0,40.692368227195395,-73.95859342744255,2.0,233.0
337,0.0,100.0,0.0,0.0,1017833.86644631,242419.082868655,Yes,No,2.0,40.831995896202436,-73.87864107683247,22.0,442.0
338,47.2,43.5,7.599999999999994,1.7,1020403.48846596,191833.9621079,Yes,Yes,2.0,40.69314280007701,-73.86962754022069,46.0,409.0
339,38.1,50.8,9.0,2.1,1020493.92117597,191651.975773005,Yes,Yes,1.0,40.69264292033015,-73.86930241205147,19.0,333.0
340,87.6,5.9,5.300000000000011,1.2,1052792.15917257,196390.882670115,Yes,No,4.0,40.705458857238185,-73.75278542157609,56.0,580.0
341,11.7,79.2,7.0,2.1,1006911.51542722,234440.355252655,No,No,2.0,40.810131331244776,-73.91813708618047,49.0,471.0
342,37.1,37.1,14.099999999999994,11.7,1034281.95606649,201892.84012513692,No,No,1.0,40.72068440976139,-73.81950602325836,4.0,213.0
343,85.9,10.2,2.799999999999997,1.1,1005985.70073808,175464.964604915,No,Yes,1.0,40.64826073700204,-73.92167201619002,56.0,361.0
344,0.0,99.5,0.5,0.0,1019975.1191395001,210077.686847142,Yes,No,3.0,40.74321912587269,-73.87107544661036,31.0,381.0
345,39.9,56.7,2.0999999999999943,1.3,999634.2184021708,197863.50823302305,No,No,2.0,40.70975296254475,-73.94450943301695,43.0,536.0
346,17.1,38.0,20.5,24.4,988146.645690802,155524.301304529,Yes,Yes,2.0,40.59355359142899,-73.98596933645467,61.0,287.0
347,89.8,7.5,1.9000000000000057,0.8,1007695.30967052,186308.699796409,Yes,Yes,1.0,40.67802001566564,-73.91547347050654,35.0,590.0
348,0.4,99.3,-0.10000000000000853,0.4,1012546.72057961,256392.697008285,Yes,Yes,2.0,40.870367819963114,-73.89768775204911,69.0,551.0
349,40.7,42.4,11.0,5.9,987779.273170008,207265.31025400106,Yes,No,2.0,40.73557130525733,-73.98726505073445,86.0,526.0
350,51.3,9.8,37.800000000000004,1.1,1043346.01892206,193361.785768505,No,No,1.6,40.697212849709416,-73.7868817430549,94.0,622.0
351,27.4,60.1,8.099999999999994,4.4,983463.527231706,210105.134245871,No,No,2.0,40.7433665863841,-74.00283822253587,101.0,431.0
352,43.6,49.7,4.099999999999994,2.6,1012549.21551176,237167.368478502,Yes,No,1.0,40.81759995639385,-73.89775986388821,6.0,195.0
353,20.7,43.6,15.399999999999991,20.3,996417.4690769208,234650.717836747,Yes,Yes,2.0,40.810729403277094,-73.9560455997262,108.0,670.0
354,18.3,78.9,1.8999999999999915,0.9,1004996.50967611,254625.07216426692,Yes,No,1.0,40.86553720499957,-73.9249924518648,4.0,218.0
355,53.0,41.9,4.0,1.1,996561.746390136,236406.147988437,Yes,No,1.0,40.81554736903607,-73.9555211849746,55.0,353.0
356,9.0,76.8,7.700000000000003,6.5,983079.576185339,178068.981679685,Yes,No,5.0,40.65543479305207,-74.00421825756422,215.0,1317.0
357,6.6,90.4,1.9000000000000057,1.1,1002777.74574094,249255.324701682,Yes,No,3.0,40.85080379818979,-73.93302907626128,52.0,648.0
358,17.6,66.5,10.199999999999989,5.7,1019898.20394226,210046.920768245,No,No,1.0,40.7431349911371,-73.87135318028037,4.0,227.0
359,18.7,36.5,13.599999999999994,31.2,982896.374989435,203209.04151843,Yes,Yes,2.0,40.72443844040092,-74.00488357382605,121.0,455.0
360,83.4,12.6,3.0,1.0,1010181.38370843,178245.308066445,No,No,2.0,40.6558808785179,-73.90654153970003,4.0,199.0
361,18.5,43.6,32.900000000000006,5.0,987804.994598641,207150.676542211,Yes,Yes,3.0,40.73525665369699,-73.98717229868957,63.0,443.0
362,85.4,5.9,7.0,1.7,1051532.10145889,182866.86919509398,Yes,Yes,0.8,40.66834835300903,-73.75746516704966,79.0,577.0
364,49.0,29.3,8.900000000000006,12.8,988073.9932149572,155583.115213546,No,No,1.0,40.59371505543293,-73.98623090314517,39.0,290.0
365,49.2,15.9,26.5,8.4,1059350.05068116,210615.16714421398,Yes,Yes,4.0,40.74444764944646,-73.72897414425906,223.0,1123.0
366,39.6,55.7,2.6999999999999886,2.0,988104.377226677,221619.088133272,Yes,No,2.0,40.77496863683251,-73.98608372433522,34.0,503.0
367,68.9,22.2,8.899999999999991,0.0,1054820.16067996,193818.062362297,No,No,1.0,40.69838115655571,-73.74549792374674,10.0,45.0
368,37.3,58.3,3.5,0.9,988278.9022022459,221521.223660991,Yes,No,2.6,40.774699946711436,-73.9854536584838,44.0,429.0
369,24.6,70.9,3.5999999999999943,0.9,1006667.29014543,240772.678844645,Yes,No,3.0,40.827512393156994,-73.91899817729983,125.0,771.0
