AP/IB,Calculus,Counselors,FracSAT/ACT,black,Hispanic,white,lat,long,gis_x,gis_y,neigh1,neigh2,neigh3,neigh4,neigh5
1.0,0.0,3.0,0.1588447653429603,0,1,0,40.815924447810566,-73.93018229919518,1003575.44517909,236548.107070959,24,222,247,284,18
0.0,0.0,1.0,0.09004739336492891,0,1,0,40.83165460282879,-73.87853960986736,1017862.11797356,242294.776148765,229,313,77,198,101
1.0,0.0,1.6,0.17567567567567569,1,0,0,40.68528757145092,-73.99360760157553,986022.880683485,188945.233372578,281,37,219,9,42
0.0,0.0,0.0,0.12551440329218108,0,0,1,40.73260023915274,-73.98293381341493,988979.812319758,206183.061790568,215,45,221,337,237
1.0,1.0,1.0,0.17679558011049723,0,0,1,40.7614193308034,-73.98847771929134,987441.964122684,216682.530080072,278,43,85,197,87
1.0,1.0,7.0,0.12339819648789749,1,0,0,40.58190358813236,-73.96813063401358,993102.4174867392,151281.209911938,252,28,218,143,125
1.0,1.0,5.6,0.13194444444444445,0,1,0,40.75907896892216,-73.96586560195755,993706.426435891,215831.492118289,131,130,196,38,197
1.0,0.0,2.0,0.04065040650406504,1,0,0,40.72229804440191,-73.95334623071395,997181.8684434708,202432.635185842,261,133,103,104,120
1.0,0.0,1.0,0.15609756097560976,0,1,0,40.74455923848353,-73.93692276765493,1001728.41565589,210545.935662202,108,107,209,277,249
0.0,0.0,3.0,0.1111111111111111,0,1,0,40.743319092356366,-73.93330923938362,1002730.0517899,210094.85266416305,107,108,208,179,277
1.0,1.0,2.0,0.18148820326678766,1,0,0,40.70843049481228,-73.80417955860142,1038540.34270114,197437.5026641269,242,228,318,326,194
0.0,0.0,2.0,0.009153318077803204,0,1,0,40.709150166157855,-73.85637322386289,1024069.46755914,197671.66310468304,264,235,258,138,314
0.0,0.0,4.0,0.0,1,0,0,40.7431990189802,-73.78748236737094,1043138.82396582,210115.5058078961,303,228,194,113,242
0.0,0.0,1.0,0.006153846153846154,1,0,0,40.74557451996262,-73.72574588464589,1060243.29866937,211028.504249235,340,248,275,316,212
0.0,0.0,2.0,0.0111731843575419,0,1,0,40.72909462319953,-74.00612794753654,982551.579172358,204905.455068275,184,335,287,186,178
0.0,0.0,2.0,0.0,0,1,0,40.732523268255314,-73.98271395995963,989040.749190733,206155.03082992,203,45,221,337,237
0.0,0.0,4.8,0.0,1,0,0,40.699259191252494,-73.94520345355619,999444.1996068092,194040.192670782,269,220,276,146,259
0.0,0.0,3.0,0.022988505747126436,1,0,0,40.65416820980713,-74.00530924043537,982776.837367005,177607.546732018,332,255,251,7,20
0.0,0.0,1.0,0.0,0,0,1,40.57768421801445,-73.96974086654984,992655.671004949,149743.829707855,205,252,28,125,143
0.0,0.0,3.0,0.003129890453834116,1,0,0,40.68731756202342,-73.98331994765549,988875.93853576,189685.19377203,42,37,281,202,137
0.0,0.0,2.0,0.0,1,0,0,40.696873941659,-73.94729692712836,998864.236026726,193170.81949321603,269,216,276,312,146
1.0,1.0,2.0,0.1348973607038123,0,1,0,40.72925622359199,-73.9823585548357,989139.487855378,204964.764071428,215,203,45,267,337
0.0,0.0,2.0,0.11619047619047619,0,1,0,40.818048875189184,-73.92793106974331,1004197.94551113,237322.616774653,200,24,247,284,17
1.0,0.0,4.0,0.0891812865497076,0,1,0,40.84334852316984,-73.90298857314164,1011091.56372807,246546.866718706,72,74,98,97,26
1.0,0.0,1.0,0.012903225806451613,1,0,0,40.68468461922944,-73.94779823486942,998727.872987422,188729.809569918,54,14,240,312,220
1.0,1.0,3.0,0.22150882825040127,1,0,0,40.66702871456307,-73.95126982284665,997768.6256392328,182296.704054892,41,183,16,81,19
0.0,0.0,1.0,0.013071895424836602,0,1,0,40.61089717425203,-74.08694536045181,960109.501377721,161854.68260312598,109,180,162,167,172
1.0,0.0,1.0,0.17670682730923695,0,1,0,40.7560600287508,-73.98440498479222,988570.562527777,214730.135888882,197,204,278,43,188
0.0,0.0,2.0,0.0,0,1,0,40.72424165023094,-73.80861282063313,1037298.6567702,203195.258858531,194,318,242,210,113
0.0,0.0,1.0,0.02564102564102564,0,1,0,40.83181361281793,-73.87858525996769,1017849.4047863,242352.691779623,201,313,77,198,101
0.0,0.0,2.0,0.004123711340206186,0,1,0,40.87796777180458,-73.91283364886897,1008355.03316813,259157.128276009,8,305,271,100,4
0.0,0.0,3.0,0.011627906976744186,1,0,0,40.50961626379372,-74.22215586625711,922474.594988035,125021.936417618,79,291,296,148,172
1.0,1.0,2.0,0.0598669623059867,0,1,0,40.78579424719732,-73.97417436429829,991401.73810587,225563.972564718,262,263,185,13,49
0.0,0.0,1.0,0.04395604395604396,1,0,0,40.64734173685779,-73.89164980562028,1014317.15400324,175139.025010655,256,306,257,311,336
0.0,0.0,2.0,0.09538461538461539,0,1,0,40.82752018514872,-73.90031876183626,1011836.82135775,240780.84924128,93,115,50,46,102
1.0,1.0,2.0,0.1440677966101695,0,1,0,40.70843092315263,-73.85554326332674,1024299.99994044,197409.99991485,264,211,258,138,314
0.0,0.0,1.0,0.06072874493927125,1,0,0,40.68217749122653,-73.75297416418262,1052763.74857404,187908.681380164,338,62,254,61,342
0.0,0.0,2.5,0.12146892655367232,0,1,0,40.73546757102058,-73.98698851783325,987855.915142624,207227.527869957,325,337,45,181,203
0.0,0.0,2.0,0.10080645161290322,0,1,0,40.7432945946255,-74.00265182304825,983515.177821294,210078.90373538103,327,30,289,128,279
1.0,0.0,3.0,0.0958904109589041,1,0,0,40.58609940429803,-73.82432708733425,1033043.91880318,152857.167754536,60,244,59,306,257
0.0,0.0,2.0,0.15789473684210525,1,0,0,40.676048005909465,-73.93944134244515,1001047.78619931,185584.734747918,273,54,224,225,41
0.0,0.0,1.0,0.13588850174216027,0,1,0,40.7465039267488,-73.98118229372186,989464.149466203,211248.714895452,161,188,181,129,227
1.0,0.0,3.0,0.1662921348314607,1,0,0,40.71403985958648,-73.79816079792299,1040204.30536007,199484.946218335,210,228,194,318,326
1.0,0.0,1.0,0.07692307692307693,1,0,0,40.71169691411045,-73.77101665359746,1047731.47970033,198649.847693851,316,326,242,342,210
1.0,1.0,5.0,0.1452728670253651,0,0,1,40.58426200020571,-73.82525041461548,1032788.79638326,152187.24368865,239,60,59,306,257
0.0,0.0,1.0,0.119533527696793,0,1,0,40.59355364137879,-73.98638457451527,988031.324300571,155524.301304529,339,322,253,123,143
0.0,0.0,2.0,0.0,0,1,0,40.83159788691572,-73.89810490334166,1012447.77913306,242267.209688487,95,73,93,234,96
0.0,0.0,2.0,0.0,0,1,0,40.81369775174433,-73.92591841470183,1004756.36846069,235737.811600327,24,200,18,222,307
0.0,0.0,1.0,0.014598540145985401,1,0,0,40.75638638752313,-73.72882026027317,1059379.22561713,214964.945419598,213,340,275,212,303
1.0,1.0,3.0,0.28859060402684567,0,1,0,40.75151424164872,-73.93690157401653,1001732.4630639,213079.87022913696,277,260,208,107,108
0.0,0.0,3.4,0.07423580786026202,1,0,0,40.67499096821415,-73.78314553113951,1044402.08156209,185268.275102143,21,62,61,338,254
1.0,1.0,3.0,0.19984387197501952,0,1,0,40.636792212456434,-74.02334915519103,977769.588748642,171277.81458384902,167,217,332,255,280
1.0,1.0,4.0,0.09557522123893805,0,0,1,40.58229670089185,-73.97193606974966,992045.328150783,151424.069099367,205,218,28,143,125
1.0,1.0,1.0,0.2366412213740458,1,0,0,40.594003065191096,-73.9859318703333,988157.024615923,155688.05767865598,123,339,322,245,143
1.0,1.0,2.0,0.125,1,0,0,40.667911038855536,-73.75763513159309,1051485.39217938,182707.413378861,338,61,62,236,250
0.0,0.0,1.0,0.017699115044247787,0,1,0,40.64280508235139,-73.99255815490021,986315.251242898,173467.69023756598,217,332,251,132,0
0.0,0.0,0.0,0.011627906976744186,1,0,0,40.64590457122047,-73.89854273413576,1012404.9752559,174613.13584563902,306,257,233,311,336
1.0,1.0,1.0,0.09397590361445783,1,0,0,40.64058250197228,-73.89870591957492,1012361.93253326,172674.10980245,306,311,256,233,295
1.0,1.0,1.0,0.13793103448275862,0,1,0,40.693244025037416,-73.86920149149935,1020521.58056045,191871.017426162,314,315,138,164,235
1.0,0.0,0.0,0.11170212765957446,1,0,0,40.70970784307739,-73.94503948881534,999487.275935798,197846.977205556,321,121,33,34,276
1.0,1.0,0.0,0.24587155963302754,0,1,0,40.756720971921546,-73.93265083429225,1002908.74212628,214977.727294475,48,249,277,170,107
0.0,0.0,1.0,0.19469026548672566,1,0,0,40.72208094131172,-73.95357785161598,997117.707815452,202353.503744618,207,133,103,104,120
0.0,0.0,0.0,0.02072538860103627,0,1,0,40.78572756391113,-73.97402406938322,991443.3655767492,225539.689873372,232,263,185,13,49
1.0,1.0,2.0,0.1661631419939577,0,1,0,40.785867280648496,-73.97433718382356,991356.641679085,225590.567893334,232,262,185,13,49
1.0,1.0,4.0,0.19548872180451127,0,1,0,40.70875747757572,-73.85595315742052,1024186.16305121,197528.786234054,235,211,258,138,314
1.0,0.0,2.0,0.215625,0,1,0,40.82134081195243,-73.85568044441065,1024194.1927965,238546.68711848,155,94,92,70,201
0.0,0.0,2.0,0.007722007722007722,0,1,0,40.8403336173912,-73.8445587887126,1027260.11819286,245471.72112208,119,25,92,94,265
0.0,0.0,4.0,0.020512820512820513,0,1,0,40.72571968834871,-73.98788842841795,987607.010983664,203676.034140511,36,287,221,45,203
0.0,0.0,0.0,0.012232415902140673,1,0,0,40.59115103768725,-73.9388145009071,1001243.26411003,154654.612792233,110,145,111,28,205
0.0,0.0,0.0,0.0821917808219178,1,0,0,40.69693091988704,-73.94685235716975,998987.499915615,193191.652826549,220,216,276,312,146
1.0,0.0,2.0,0.11305732484076433,0,1,0,40.85457934110438,-73.89705908431064,1012727.3524479,250640.549304832,64,2,283,99,1
0.0,0.0,2.0,0.18092909535452323,0,1,0,40.87793451517263,-73.91309182743056,1008283.64836421,259144.940626559,8,305,4,230,100
1.0,1.0,1.0,0.0583756345177665,0,1,0,40.87478079446956,-73.86126369825305,1022618.04645092,258014.376279512,114,153,152,134,151
0.0,0.0,2.0,0.07455012853470437,1,0,0,40.67889928765378,-73.93156558655181,1003231.55474669,186625.146717347,240,136,323,308,147
1.0,1.0,10.0,0.076158940397351,0,1,0,40.76522348892421,-73.82665468378723,1032268.27715143,218115.81165770305,23,113,303,35,212
1.0,1.0,7.0,0.10458360232408005,1,0,0,40.73351599571765,-73.73902095986561,1056577.99728212,206623.98360063304,340,213,248,316,243
1.0,0.0,4.0,0.1178343949044586,0,1,0,40.70368844266879,-73.95376323992372,997069.857208814,195652.531991364,146,216,220,269,259
1.0,1.0,4.0,0.07752808988764046,0,1,0,40.751183171267726,-73.93751146767299,1001563.56800818,212959.129498395,249,208,260,108,107
1.0,0.0,1.0,0.1915367483296214,0,1,0,40.76359984309865,-73.990760021512,986809.624700311,217476.887465479,43,85,87,204,12
1.0,1.0,2.0,0.24444444444444444,0,1,0,40.74245969062989,-74.00252214976527,983551.101628203,209774.7205611569,178,30,238,327,289
1.0,1.0,4.0,0.1088139281828074,0,0,1,40.60497800947185,-73.99473327362772,985712.44370113,159686.24107435902,253,339,245,123,322
1.0,1.0,2.6,0.1422680412371134,1,0,0,40.6851447862658,-73.99321340054114,986132.213224246,188893.220804643,202,37,219,9,42
0.0,0.0,3.0,0.1650943396226415,0,1,0,40.83964975318771,-73.91158364189016,1008714.80198195,245196.74990727,118,26,98,72,223
1.0,1.0,4.0,0.24173027989821882,0,1,0,40.85912439301201,-73.88834755007228,1015135.18052256,252299.43695223104,1,2,99,270,64
1.0,0.0,2.0,0.22244094488188976,0,1,0,40.82184217096729,-73.92383755305644,1005329.7873129,238705.609665609,17,285,307,222,344
1.0,1.0,2.0,0.16385135135135134,0,1,0,40.82240841762338,-73.92354970333966,1005409.2765671,238911.983183682,17,284,307,222,344
0.0,0.0,0.4,0.14285714285714285,1,0,0,40.69183938550972,-73.93168973298668,1003193.44400028,191339.572198219,308,53,147,269,216
0.0,0.0,1.0,0.06451612903225806,0,1,0,40.72981842984989,-73.99240064531433,986356.212887942,205169.192340939,267,337,45,325,237
0.0,0.0,3.0,0.02553191489361702,0,1,0,40.81776855696268,-73.89806119348293,1012465.73855088,237228.6984905789,328,91,156,190,93
1.0,1.0,3.0,0.06838905775075987,0,1,0,40.743507370165,-74.00230300485428,983611.837645575,210156.421912312,128,30,238,327,279
0.0,0.0,5.0,0.003968253968253968,0,1,0,40.81135020903304,-73.90945903790441,1009313.33663826,234886.799594881,192,65,317,191,3
1.0,1.0,1.0,0.21333333333333335,0,0,1,40.58197254712088,-74.15895979970787,940095.4875755308,151344.785943106,296,109,148,172,177
1.0,0.0,2.0,0.1262135922330097,0,1,0,40.69701694996476,-73.91148143949889,1008795.59380469,193230.927188103,117,116,22,58,147
1.0,0.0,1.0,0.14345991561181434,1,0,0,40.63342973521768,-73.91736982816201,1007184.6372309,170062.726946115,309,299,298,295,319
0.0,0.0,2.0,0.1994535519125683,1,0,0,40.64822209487369,-73.92226801175006,1005820.32690169,175450.738898559,297,319,302,336,309
0.0,1.0,1.0,0.018018018018018018,1,0,0,40.63388330288249,-73.91658318727859,1007402.81800816,170228.180702207,299,293,309,298,311
1.0,1.0,2.0,0.2550607287449393,0,0,1,40.582294168921024,-74.15865417448188,940180.593704522,151461.80670644302,291,109,148,172,177
1.0,0.0,2.0,0.24006622516556292,1,0,0,40.648198079186784,-73.92284476551356,1005660.28770518,175441.847832086,294,319,302,336,309
1.0,0.0,3.0,0.15281501340482573,1,0,0,40.63317551099139,-73.91777627958808,1007071.91049598,169970.000115778,293,309,299,295,319
1.0,0.0,2.0,0.1323529411764706,1,0,0,40.633654015016326,-73.9169634108967,1007297.36396582,170144.544737589,295,293,309,298,319
1.0,0.0,1.0,0.08492201039861352,0,1,0,40.8440730705674,-73.88437708924286,1016240.72273116,246817.096332851,199,101,64,71,97
1.0,0.0,2.0,0.16666666666666666,0,1,0,40.84964798604421,-73.91562710898954,1007592.46653881,248838.377503948,118,282,26,223,122
0.0,0.0,1.0,0.028037383177570093,1,0,0,40.65584312593569,-73.90685209533555,1010095.2302733,178231.461978657,336,6,57,256,319
1.0,0.0,2.0,0.14143094841930118,0,0,1,40.76467667521481,-73.78975747653071,1042489.60960557,217938.968518786,212,274,23,113,194
1.0,0.0,3.0,0.055944055944055944,0,1,0,40.79260948947317,-73.94189737300219,1000338.36342875,228051.280826404,160,31,187,127,40
0.0,0.0,2.0,0.06006006006006006,0,1,0,40.87805389398685,-73.91297204765341,1008316.729127,259188.467946024,230,100,271,8,4
1.0,1.0,1.0,0.06734006734006734,1,0,0,40.6408503491865,-73.89828991700519,1012477.27149159,172771.827531027,257,311,256,233,295
0.0,0.0,1.0,0.0,0,1,0,40.818314725449305,-73.9196678599256,1006485.0283526,237421.4651673589,284,17,285,18,65
0.0,0.0,1.0,0.11811023622047244,1,0,0,40.69118734061019,-73.93343265470679,1002710.28673637,191101.641065528,286,53,147,269,220
1.0,1.0,2.0,0.061224489795918366,1,0,0,40.63370442872617,-73.91767081761898,1007101.00126628,170162.726469028,293,298,299,295,319
1.0,0.0,2.0,0.22008547008547008,0,1,0,40.743293521061176,-73.87080200145637,1020050.85102602,210104.902993859,320,334,173,35,166
1.0,0.0,2.0,0.15463917525773196,1,0,0,40.64029708568993,-73.89914503383662,1012240.18585504,172569.98435396698,257,306,256,233,295
0.0,0.0,2.0,0.008583690987124463,1,0,0,40.6923682271954,-73.95859342744255,995732.562603227,191527.57236048696,14,174,220,269,224
1.0,0.0,2.0,0.049773755656108594,0,1,0,40.83199589620244,-73.87864107683247,1017833.86644631,242419.082868655,229,201,77,198,101
1.0,1.0,2.0,0.11246943765281174,1,0,0,40.69314280007701,-73.86962754022069,1020403.48846596,191833.9621079,258,315,138,164,235
1.0,1.0,1.0,0.057057057057057055,0,1,0,40.69264292033015,-73.86930241205147,1020493.92117597,191651.975773005,314,138,258,164,235
1.0,0.0,4.0,0.09655172413793103,1,0,0,40.705458857238185,-73.75278542157609,1052792.15917257,196390.882670115,342,243,236,326,275
0.0,0.0,2.0,0.1040339702760085,0,1,0,40.810131331244776,-73.91813708618047,1006911.51542722,234440.355252655,18,192,290,247,307
0.0,0.0,1.0,0.018779342723004695,1,0,0,40.72068440976139,-73.81950602325836,1034281.95606649,201892.8401251369,194,228,210,242,113
0.0,1.0,1.0,0.15512465373961218,1,0,0,40.64826073700204,-73.92167201619002,1005985.70073808,175464.964604915,294,297,302,336,309
1.0,0.0,3.0,0.08136482939632546,0,1,0,40.74321912587269,-73.87107544661036,1019975.1191395,210077.686847142,310,334,173,35,166
0.0,0.0,2.0,0.08022388059701492,0,1,0,40.70975296254475,-73.94450943301695,999634.2184021708,197863.50823302305,121,259,33,34,276
1.0,1.0,2.0,0.21254355400696864,0,1,0,40.59355359142899,-73.98596933645467,988146.645690802,155524.301304529,339,245,123,253,143
1.0,1.0,1.0,0.059322033898305086,1,0,0,40.67802001566564,-73.91547347050654,1007695.30967052,186308.699796409,136,157,147,273,6
1.0,1.0,2.0,0.12522686025408347,0,1,0,40.87036781996312,-73.89768775204911,1012546.72057961,256392.697008285,75,51,11,52,5
1.0,0.0,2.0,0.1634980988593156,0,1,0,40.73557130525733,-73.98726505073445,987779.273170008,207265.31025400103,237,337,45,181,203
0.0,0.0,1.6,0.15112540192926044,1,0,0,40.697212849709416,-73.7868817430549,1043346.01892206,193361.785768505,21,210,243,242,250
0.0,0.0,2.0,0.23433874709976799,0,1,0,40.7433665863841,-74.00283822253587,983463.527231706,210105.134245871,238,30,128,289,279
1.0,0.0,1.0,0.03076923076923077,0,1,0,40.81759995639385,-73.89775986388821,1012549.21551176,237167.368478502,288,91,156,190,93
1.0,1.0,2.0,0.16119402985074627,0,1,0,40.81072940327709,-73.9560455997262,996417.4690769208,234650.717836747,331,89,149,90,32
1.0,0.0,1.0,0.01834862385321101,0,1,0,40.86553720499957,-73.9249924518648,1004996.50967611,254625.0721642669,69,271,4,8,230
1.0,0.0,1.0,0.1558073654390935,1,0,0,40.81554736903607,-73.9555211849746,996561.746390136,236406.147988437,329,149,90,32,89
1.0,0.0,5.0,0.16324981017463933,0,1,0,40.65543479305207,-74.00421825756422,983079.576185339,178068.981679685,217,255,20,7,251
1.0,0.0,3.0,0.08024691358024691,0,1,0,40.85080379818979,-73.93302907626128,1002777.74574094,249255.324701682,122,69,195,301,330
0.0,0.0,1.0,0.01762114537444934,0,1,0,40.7431349911371,-73.87135318028037,1019898.20394226,210046.920768245,320,310,173,35,166
1.0,1.0,2.0,0.26593406593406593,0,1,0,40.72443844040092,-74.00488357382605,982896.374989435,203209.04151843,184,214,287,36,88
0.0,0.0,2.0,0.020100502512562814,1,0,0,40.6558808785179,-73.90654153970003,1010181.38370843,178245.308066445,302,6,57,256,56
1.0,1.0,3.0,0.14221218961625282,0,1,0,40.73525665369699,-73.98717229868957,987804.994598641,207150.676542211,237,325,45,181,203
1.0,1.0,0.8,0.1369150779896014,1,0,0,40.66834835300903,-73.75746516704966,1051532.10145889,182866.869195094,254,62,61,236,250
0.0,0.0,1.0,0.13448275862068965,1,0,0,40.59371505543293,-73.98623090314517,988073.9932149572,155583.115213546,245,322,253,123,143
1.0,1.0,4.0,0.19857524487978628,1,0,0,40.74444764944646,-73.72897414425906,1059350.05068116,210615.167144214,213,248,275,316,212
1.0,0.0,2.0,0.06759443339960239,0,1,0,40.77496863683251,-73.98608372433522,988104.377226677,221619.088133272,49,13,343,159,82
0.0,0.0,1.0,0.2222222222222222,1,0,0,40.69838115655571,-73.74549792374674,1054820.16067996,193818.062362297,316,236,243,338,62
1.0,0.0,2.6,0.10256410256410256,0,1,0,40.77469994671144,-73.9854536584838,988278.902202246,221521.223660991,13,49,341,159,82
1.0,0.0,3.0,0.1621271076523995,0,1,0,40.827512393156994,-73.91899817729983,1006667.29014543,240772.678844645,285,17,284,307,3
